SECCION_CO,LOTES,PREDIOS,UCensales,RazonUnidx,DifUC_Pred
50001301206,6,6,16,2.7,10.0
50001301207,9,9,34,3.8,25.0
50001301208,5,5,5,1.0,0.0
50001301209,4,4,17,4.3,13.0
50001301210,3,3,4,1.3,1.0
50001301301,11,11,19,1.7,8.0
50001301302,5,5,9,1.8,4.0
50001301303,10,10,12,1.2,2.0
50001301304,6,6,7,1.2,1.0
50001301305,11,11,17,1.5,6.0
50001301306,5,5,10,2.0,5.0
50001301307,9,9,12,1.3,3.0
50001301308,36,36,68,1.9,32.0
50001301309,3,3,2,0.7,-1.0
50001301310,18,18,57,3.2,39.0
50001301311,7,7,11,1.6,4.0
50001301312,6,6,11,1.8,5.0
50001301313,4,4,4,1.0,0.0
50001301314,3,3,17,5.7,14.0
50001301315,14,14,18,1.3,4.0
50001301316,17,22,23,1.0,1.0
50001301317,9,9,11,1.2,2.0
50001301318,20,22,45,2.0,23.0
50001301319,18,18,39,2.2,21.0
50001301320,13,13,18,1.4,5.0
50001301321,8,8,14,1.8,6.0
50001301322,8,8,12,1.5,4.0
50006300101,73,74,110,1.5,36.0
50006300102,35,35,37,1.1,2.0
50006300103,35,35,43,1.2,8.0
50006300104,36,36,41,1.1,5.0
50006300105,49,50,53,1.1,3.0
50006300106,63,86,105,1.2,19.0
50006300201,2,2,2,1.0,0.0
50006300202,28,28,27,1.0,-1.0
50006300204,3,3,2,0.7,-1.0
50006300205,18,18,17,0.9,-1.0
50006300303,1,3,1,0.3,-2.0
50006300401,3,7,1,0.1,-6.0
50006300404,27,27,26,1.0,-1.0
50006300501,49,49,53,1.1,4.0
50006300502,114,126,133,1.1,7.0
50006300503,239,268,306,1.1,38.0
50006300601,328,542,975,1.8,433.0
50006300602,79,79,94,1.2,15.0
50006300603,400,460,391,0.9,-69.0
50006300604,221,237,379,1.6,142.0
50006300701,109,123,174,1.4,51.0
50006300702,613,655,719,1.1,64.0
50006300703,376,6158,581,0.1,-5577.0
50006300704,341,404,561,1.4,157.0
50006300705,470,577,882,1.5,305.0
50006300706,262,374,469,1.3,95.0
50006300801,15,15,19,1.3,4.0
50006300802,70,76,221,2.9,145.0
50006300803,19,19,20,1.1,1.0
50006300804,20,20,41,2.1,21.0
50006300805,70,72,118,1.6,46.0
50006300901,26,28,26,0.9,-2.0
50006300902,45,45,67,1.5,22.0
50006300903,26,26,37,1.4,11.0
50006300904,232,258,310,1.2,52.0
50006300905,125,149,202,1.4,53.0
50006300906,52,58,107,1.8,49.0
50006301001,3,3,4,1.3,1.0
50006301002,98,99,88,0.9,-11.0
50006301003,1149,1466,1074,0.7,-392.0
50006301004,41,55,84,1.5,29.0
50006301005,19,19,44,2.3,25.0
50006301006,3,3,19,6.3,16.0
50006301101,28,28,39,1.4,11.0
50006301102,51,61,57,0.9,-4.0
50006301103,34,37,41,1.1,4.0
50006301104,33,33,33,1.0,0.0
50110300101,11,11,21,1.9,10.0
50110300102,9,9,13,1.4,4.0
50110300103,2,2,7,3.5,5.0
50110300104,3,3,5,1.7,2.0
50110300105,1,1,9,9.0,8.0
50110300201,38,39,92,2.4,53.0
50110300203,160,192,449,2.3,257.0
50110300204,14,14,20,1.4,6.0
50110300205,49,49,64,1.3,15.0
50110300301,8,8,10,1.3,2.0
50110300302,3,3,8,2.7,5.0
50110300303,7,7,11,1.6,4.0
50110300304,61,61,173,2.8,112.0
50110300305,4,4,3,0.8,-1.0
50110300306,27,27,86,3.2,59.0
50110300401,16,16,14,0.9,-2.0
50110300402,20,22,32,1.5,10.0
50110300403,6,6,5,0.8,-1.0
50110300404,5,5,7,1.4,2.0
50110300405,3,3,10,3.3,7.0
50124300101,8,8,13,1.6,5.0
50124300102,8,8,19,2.4,11.0
50124300103,6,6,6,1.0,0.0
50124300104,10,10,24,2.4,14.0
50124300105,15,15,25,1.7,10.0
50124300201,9,9,10,1.1,1.0
50124300202,3,3,1,0.3,-2.0
50124300203,7,7,11,1.6,4.0
50124300204,1,1,8,8.0,7.0
50124300301,7,7,12,1.7,5.0
50124300302,2,2,4,2.0,2.0
50124300303,22,23,32,1.4,9.0
50124300304,15,15,26,1.7,11.0
50124300305,109,148,165,1.1,17.0
50124300401,8,8,8,1.0,0.0
50124300402,9,9,11,1.2,2.0
50124300403,269,434,522,1.2,88.0
50124300404,24,24,29,1.2,5.0
50124300405,29,30,15,0.5,-15.0
50124300406,17,19,39,2.1,20.0
50124300501,11,11,9,0.8,-2.0
50124300502,16,16,19,1.2,3.0
50124300503,8,8,18,2.3,10.0
50124300504,20,22,25,1.1,3.0
50124300601,10,9,8,0.9,-1.0
50124300602,94,100,207,2.1,107.0
50124300603,11,12,12,1.0,0.0
50124300604,18,18,83,4.6,65.0
50124300605,10,10,27,2.7,17.0
50124300606,21,22,25,1.1,3.0
50124300701,13,15,72,4.8,57.0
50124300702,12,12,13,1.1,1.0
50124300703,11,11,14,1.3,3.0
50124300704,18,18,31,1.7,13.0
50124300705,25,25,37,1.5,12.0
50124300801,104,112,119,1.1,7.0
50124300802,14,14,14,1.0,0.0
50124300803,31,31,36,1.2,5.0
50124300804,28,29,40,1.4,11.0
50124300805,34,35,71,2.0,36.0
50124300901,16,15,21,1.4,6.0
50124300902,5,5,8,1.6,3.0
50124300903,10,10,10,1.0,0.0
50124300904,7,7,25,3.6,18.0
50150300101,389,418,612,1.5,194.0
50150300102,222,239,362,1.5,123.0
50150300103,87,96,138,1.4,42.0
50150300104,71,75,83,1.1,8.0
50150300105,23,28,49,1.8,21.0
50150300201,421,553,873,1.6,320.0
50150300202,21,21,29,1.4,8.0
50150300203,122,137,80,0.6,-57.0
50150300204,164,168,278,1.7,110.0
50150300205,66,68,93,1.4,25.0
50150300301,32,33,59,1.8,26.0
50150300302,28,29,44,1.5,15.0
50150300303,28,28,40,1.4,12.0
50150300304,39,39,60,1.5,21.0
50150300305,74,79,122,1.5,43.0
50150300401,11,12,22,1.8,10.0
50150300402,42,52,121,2.3,69.0
50150300403,23,23,25,1.1,2.0
50150300404,103,180,133,0.7,-47.0
50150300405,33,33,54,1.6,21.0
50150300501,23,23,55,2.4,32.0
50150300502,9,9,24,2.7,15.0
50150300503,14,14,15,1.1,1.0
50150300504,40,59,78,1.3,19.0
50223300101,567,566,724,1.3,158.0
50223300102,278,280,215,0.8,-65.0
50223300103,34,35,145,4.1,110.0
50223300104,79,94,154,1.6,60.0
50223300202,24,24,45,1.9,21.0
50223300203,21,20,33,1.7,13.0
50223300204,62,61,83,1.4,22.0
50223300205,68,160,98,0.6,-62.0
50223300207,23,23,30,1.3,7.0
50223300208,148,154,254,1.6,100.0
50223300301,3,3,3,1.0,0.0
50223300303,42,43,45,1.0,2.0
50223300304,59,59,125,2.1,66.0
50223300305,143,148,276,1.9,128.0
50223300404,3,3,3,1.0,0.0
50223300407,15,15,24,1.6,9.0
50226300101,315,324,456,1.4,132.0
50226300102,1155,1283,2207,1.7,924.0
50226300103,82,82,129,1.6,47.0
50226300104,86,88,183,2.1,95.0
50226300201,16,16,30,1.9,14.0
50226300202,42,42,65,1.5,23.0
50226300203,82,83,75,0.9,-8.0
50226300204,115,114,586,5.1,472.0
50226300205,198,196,271,1.4,75.0
50226300206,185,227,422,1.9,195.0
50226300301,13,13,72,5.5,59.0
50226300302,27,27,31,1.1,4.0
50226300303,181,187,307,1.6,120.0
50226300304,59,59,198,3.4,139.0
50226300305,39,39,50,1.3,11.0
50226300401,47,47,108,2.3,61.0
50226300402,13,13,20,1.5,7.0
50226300403,38,38,102,2.7,64.0
50226300404,5,5,25,5.0,20.0
50226300405,17,20,14,0.7,-6.0
50226300501,29,29,78,2.7,49.0
50226300502,26,28,152,5.4,124.0
50226300503,14,14,82,5.9,68.0
50226300504,375,501,685,1.4,184.0
50226300505,73,73,89,1.2,16.0
50226300601,44,40,52,1.3,12.0
50226300602,12,10,18,1.8,8.0
50226300603,24,27,39,1.4,12.0
50226300604,34,34,59,1.7,25.0
50226300605,12,12,15,1.3,3.0
50245300101,7,7,13,1.9,6.0
50245300102,264,334,330,1.0,-4.0
50245300103,62,63,80,1.3,17.0
50245300104,338,369,168,0.5,-201.0
50245300105,235,247,261,1.1,14.0
50245300201,74,86,38,0.4,-48.0
50245300202,61,62,33,0.5,-29.0
50245300203,83,83,67,0.8,-16.0
50245300204,139,139,65,0.5,-74.0
50245300301,124,128,161,1.3,33.0
50245300302,116,116,105,0.9,-11.0
50245300303,123,123,150,1.2,27.0
50245300304,26,26,32,1.2,6.0
50245300305,13,13,12,0.9,-1.0
50251300101,543,692,719,1.0,27.0
50251300102,230,247,288,1.2,41.0
50251300103,211,232,357,1.5,125.0
50251300104,141,165,226,1.4,61.0
50251300303,25,25,49,2.0,24.0
50251300304,58,58,69,1.2,11.0
50251300305,68,69,69,1.0,0.0
50251300306,24,24,25,1.0,1.0
50251300307,129,129,138,1.1,9.0
50251300308,112,121,141,1.2,20.0
50251300309,223,276,313,1.1,37.0
50251300310,137,153,213,1.4,60.0
50251300401,8,8,10,1.3,2.0
50251300402,147,172,186,1.1,14.0
50251300403,86,89,95,1.1,6.0
50251300404,90,91,109,1.2,18.0
50251300405,106,109,127,1.2,18.0
50251300501,81,81,104,1.3,23.0
50251300502,58,62,157,2.5,95.0
50251300503,63,65,70,1.1,5.0
50251300504,97,102,127,1.2,25.0
50251300505,43,43,51,1.2,8.0
50251300506,76,78,124,1.6,46.0
50270300101,318,353,291,0.8,-62.0
50270300102,133,135,153,1.1,18.0
50270300103,169,174,189,1.1,15.0
50270300104,212,222,231,1.0,9.0
50270300105,465,561,579,1.0,18.0
50287300101,106,125,118,0.9,-7.0
50287300102,49,66,38,0.6,-28.0
50287300103,5,5,14,2.8,9.0
50287300104,77,77,96,1.2,19.0
50287300201,178,182,219,1.2,37.0
50287300202,132,142,227,1.6,85.0
50287300203,76,78,269,3.4,191.0
50287300204,260,301,424,1.4,123.0
50287300301,209,218,416,1.9,198.0
50287300302,110,114,139,1.2,25.0
50287300303,116,125,162,1.3,37.0
50287300304,318,444,467,1.1,23.0
50287300401,41,42,63,1.5,21.0
50287300402,33,34,52,1.5,18.0
50287300403,31,31,45,1.5,14.0
50287300501,37,41,56,1.4,15.0
50287300502,47,47,26,0.6,-21.0
50287300601,69,71,102,1.4,31.0
50287300602,277,394,312,0.8,-82.0
50287300603,27,28,52,1.9,24.0
50287300701,192,257,343,1.3,86.0
50287300702,71,74,109,1.5,35.0
50287300703,81,82,175,2.1,93.0
50287300704,30,31,54,1.7,23.0
50313300101,82,103,159,1.5,56.0
50313300102,40,40,58,1.5,18.0
50313300103,120,122,77,0.6,-45.0
50313300104,42,44,108,2.5,64.0
50313300201,184,199,294,1.5,95.0
50313300202,576,723,1048,1.4,325.0
50313300203,363,399,594,1.5,195.0
50313300204,458,520,470,0.9,-50.0
50313300301,147,152,202,1.3,50.0
50313300302,412,510,708,1.4,198.0
50313300303,202,211,273,1.3,62.0
50313300304,625,823,1323,1.6,500.0
50313300305,145,231,225,1.0,-6.0
50313300306,113,123,149,1.2,26.0
50318300101,576,595,684,1.1,89.0
50318300102,205,203,305,1.5,102.0
50318300103,490,488,515,1.1,27.0
50318300201,51,53,60,1.1,7.0
50318300202,143,144,215,1.5,71.0
50318300203,149,152,248,1.6,96.0
50318300204,547,597,696,1.2,99.0
50318300302,6,6,7,1.2,1.0
50318300303,6,6,6,1.0,0.0
50318300304,3,3,3,1.0,0.0
50318300305,143,147,201,1.4,54.0
50318300402,1,1,8,8.0,7.0
50325300103,4,5,1,0.2,-4.0
50325300301,2,2,1,0.5,-1.0
50325300305,20,22,5,0.2,-17.0
50325300306,28,28,1,0.0,-27.0
50325300307,14,14,1,0.1,-13.0
50325300401,3,4,1,0.3,-3.0
